Nama_Pengguna,Tanggal,Rating,Komentar,Balasan_Developer,Jumlah_Like
Rudi Yan,2024-11-19,5,"Akademi Crypto tidak hanya memberikan teori, tetapi juga memberikan panduan praktis untuk memulai investasi di dunia crypto. Tutorial trading yang interaktif sangat membantu saya untuk memahami cara kerja berbagai exchange. Selain itu, adanya fitur portofolio simulasi juga memungkinkan saya untuk mencoba berbagai strategi trading tanpa risiko. Aplikasi ini benar-benar mempersiapkan saya untuk menjadi seorang trader yang sukses.",,1
Rizal Bgs13,2024-11-19,1,Keren sangat membantu untuk rungkad lebih dalam,,12
kitab jaweran,2024-11-19,5,Terimakasih banyak Ac terlah membantu saya menjadi orang yang giat dan haus akan pengetahuan sekali lagi terimakasih banyak telah merubah jalan hidup saya 🙏🙏semoga makin lancar,,1
Intan Ratnaa,2024-11-19,5,"aplikasinya bagus dan sangat bermanfaat, rekomendasi bangett sii.",,1
Ilham,2024-11-19,5,MARGIN CALL,,0
Afiyatan Binuril Mukarromah,2024-11-19,5,"Aplikasinya dapat digunakan dengan baik. Untuk saran kedepannya bisa ditambahkan pop-up notifikasi biar lebih mudah gitu, jadi ga harus buka aplikasi dulu.",,1
Wiranto Sundava1,2024-11-19,5,"Gua bukan member AC hanya bisa dapat informasi per Crypto an lewat live MC sama Research sendiri, tapi saya untung banyak, yang ngerasa rugi dan member karbitan pasti ot4knya gasampe dan rungkad nyalahin yang kasi informasi. Mending balik ke pelukan mama mu dek.",,1
Zaeni Saputra,2024-11-19,5,Aplikasi bagus dan bermanfaat recommended baget fitur lengkap aplikasi sanggat membantu,,1
Agung Wibawa,2024-11-19,5,"Edukasi Crypto Terbaik in My Life. Yg ngerating Jelek, kelihatan banget Kegoblokannya gk bisa baca data.",,1
Bakwan Jagung,2024-11-19,5,Aplikasi sangat bagus untuk belajar dan fiturnya lengkap,,1
satria setya,2024-11-19,1,jelek,,1
Samuel Technology,2024-11-19,5,"Aplikasinya bagus sekali, aplikasinya seperti Lamborghini harga bajai😁. Bagus bet dah ini aplikasinya seperti Bloomberg terminal tapi ini versi yang sangat ekonomis dan juga data fakta dan angka itu udah lengkap banget. Terimakasih Bang",,1
Alief Bojonegoro,2024-11-19,5,Bagus,,0
contohh saja,2024-11-19,5,gw kagak tau kenapa banyak buzzer yang ngatain nih apk padahal mah fine fine aja,,1
Dio Kurniawan,2024-11-19,5,Kombinasi edukasi berkualitas dan pengalaman pengguna yang solid menjadikan Akademi Crypto sebagai pilihan tepat untuk belajar cryptocurrency.,,0
Nur Iswatun,2024-11-19,1,Aplikasi Sampah,,1
Elin Saja,2024-11-19,5,Aplikasi yang bermanfaat. Sangat cocok bagi pemula yang ingin belajar crypto. Memudahkan pemula dalam terjun didunia crypto. Berisi edukasi yang penuh dedikasi. Edukasi mudah dipahami.,,1
Fitria,2024-11-19,5,"Aplikasi nya baguss bisa menambah ilmu buat yang mau belajar treding, disini udh lengkap banget, fiturnya juga oke, menarik pokoknya.",,1
Sri Mujiaty,2024-11-19,5,"Alhamdulillah bisa bergabung dengan AC, fully benefit banget. Dan beruntung sekali masuk disaat yang tepat awal Oktober 24. Terima kasih Prof & Tim, telah berbagi ilmunya, semoga berkah & sehat selalu,,,",,1
Yolaa Ndaa,2024-11-19,5,"Aplikasi sangat bagus ,banyak informasi dan inofatif . Makasih akademi crypto",,0
DK Chanel,2024-11-19,5,Sesuai dg harganya... 😁,,0
ikkahiab 1,2024-11-19,5,Keren,,0
upitbk,2024-11-19,5,gua bukan member tapi gua memberi rating segini gua ngerasain sendiri manfaat MC,,0
Muhammad Farizan Abdillah,2024-11-19,5,good,,0
pewdie pie,2024-11-19,1,"Kemarin ngikutin call manta dari yang katanya prof prof itu, bilangnya manta manta mantap, manta naik 10x, inget bgt bikin slogan juga harta tahta manta, eh dari 32k turun ke 13k skrg, katanya naik 10x",,3
Temen Suko,2024-11-19,5,Fans n penggemar Hadir,,0
Eka julianti,2024-11-19,5,"aplikasi yang sangat membantu banget si, filturnya menarik, lengkap dan mudah dipahami untuk pemula.",,2
Riandy Pratama,2024-11-19,5,"Tampilan nya smooth sih, fiturnya juga oke. Mungkin itu aja",,1
ILLYAS VR18,2024-11-19,5,"Walaupun saya bukan member dan belum bisa mengakses,tapi saya sudah lihat dan pinjam di teman saya apk nya bagus lengkap dengan data dan informasi apalagi setelah tau ada menu Outlook pada apk nya the best👍",,1
Yuzuquinz 7980,2024-11-19,5,Aplikasi yang sangat membantu di dunia trading karena ilmu yang disampaikan dan edukasi sekaligus langkah yang tepat di berikan di aplikasi ini,,1
Mirzamaulana ihsan,2024-11-19,5,Bagus bnget satu satunya di Indonesia bahkan didunia,,1
Muhammad Rizky Kurniawan,2024-11-19,2,"tampilan yang kurang menarik menurut saya,, katanya tidak worth ya??",,2
guchi saleko,2024-11-19,5,- aplikasi bagus dan sangat bermanfaat - aplikasi mudah digunakan - desain menarik - fitur lengkap - aplikasi yg sangat membantu -,,1
Khoirul Fatoni,2024-11-19,5,Maju terus Keren,,0
Amar Firdaus,2024-11-19,5,Sengat bermanfaat,,0
Adam Prasetyo,2024-11-19,5,Bagus,,0
Sensei kholik,2024-11-19,5,Aplikasi yang sangat bagus tidak ribet untuk di pelajari dan gampang untuk investasi masa depan yang akan kita raih nanti,,1
ALQUDS RECORD,2024-11-19,5,"Yg ngasih bintang 1 fix gk kenal crypto, tapi mau jatuh kan timothy",,1
Nabil Muyassar,2024-11-19,1,Malazz,,0
Pejuank Chuan,2024-11-19,5,BINTANG 5,,0
Fuad SKY,2024-11-19,5,aplikasi akademi crypto erbaik sejauh ini. saran lebih banyak fitur lagi,,1
ME CHANN,2024-11-19,5,mantap,,0
Eddi Wong,2024-11-19,5,Mantap !!!!,,0
Arya Dheva,2024-11-19,5,"Cocok untuk investasi leher ke atas, maju terus AC",,0
Gatau Q,2024-11-19,1,"lucu banget asli bayar orang buat ngebalap rating bintang 1 nya wkwkwkwkwkkwkwk, serius ini kocak banget. Inget bre karma itu ada tunggu aja ya.",,2
Mohamad Reza Al Khaldi,2024-11-19,3,"Buka langganan perbulan bang, nanti tak kasi bintang 5",,0
Monic Caaa,2024-11-19,5,Bagus si berguna cuma bagian zoom untuk ke kanan kirinya agak diperbaiki lgi ya,,1
Muhammad Aqil Afif,2024-11-19,5,"JANGANKAN APP, MARGIN CALL YANG GRATIS AJA BISA BUAT CUAN. AC = AKADEMI CUAN🫡",,1
Naa syazani,2024-11-19,5,"Aplikasi sangat bagus dan bermanfaat banget untuk belajar , mudah digunakan bnyak banget fitur ny lengkap sgt , pokonya aplikasi sangat membantu",,1
Jacob Budiman,2024-11-19,5,"Ga ada cara kaya instant, dan akademi crypto itu nuntunin org buta, biar bisa pegangan d tangga kesusksesan lewat industri crypto... Ini g akan cocok buat semua org, dan itu wajar, karena data bs bermanfaat buat org yg bs baca tulis dan mau belajar, bukan aplikasi isi joget2 dada sama pantat doang",,1
Bagus Dwi Prasetyo,2024-11-19,5,"Aplikasinya bagus banget, mudah dipahami. Walaupun saya belum bisa join SBG member, tpi suatu saat nnti pasti saya akan join.",,1
yoga adinata,2024-11-19,5,"Jujur Aplikasi Terbaik Buat Belajar Crypto.. mulai dari basic sampai expert, gw beli kelasnya dan belajar dngn konsisten yakin Value yg didapat sebanding.. Gw harap Generasi Muda Kita bisa melek ttg finansial terutama di crypto.. Thank Bro Timothy & Team God Bless You 🙏",,1
nana na,2024-11-19,5,"aplikasi nya bagus , mantap berita ekonomi global, aplikasi bagus dan sangat bermanfaat, desain menarik fitur lengkap, aplikasi yang sangat membantu, tempat belajar yang lengkap research dari AC tentang token dan modul pembelajaran trading dan invest terimakasih dengan adanya ini saya terbantu",,14
Kontol Ajg,2024-11-19,1,"Sebagai member ac, gw kecewa sih Ga ada yang bagus di kelas ini,gw join 1 maret kemarin sampe skarang masih rungkat puluhan juta,sangkut di manta paling banyak,snx,qnt,xdc",,20
Rizky Saputra,2024-11-19,5,Aplikasi nya sangat membantu untuk belajar crypto dan sangat mudah dipahami.,,1
Mas Carso,2024-11-19,1,duit ratusan M dari jualan kelas cma bisa bikin begini doang? klo cuma jadi platform berita mah yg gratisan juga lebih kenceng,,10
Ade oki Setiawan,2024-11-19,5,"Aplikasi Bagus banget 🥰 sukses selalu buat AC kedepannya , selalu berdampak positif buat masyarakat dan buat kita para investor dan trader pemula 🥳🥰👍",,1
Nandar Nanz,2024-11-19,5,"aplikasi yang sangat bagus dan bermanfaat, selalu update aplikasi mudah di gunakan,desain nya menarik , dan yang bikin serunya fiturnya lengkap aplikasi ini sangat membantu untuk mencari ilmu,tempat belajar yang lengkap thanks aplikasi dan edukasinya",,1
Kenzo Alvarez lim,2024-11-19,1,Aplikasi sampah,,1
Rizky Agustian,2024-11-19,1,Aplikasi ampas GK rekomendasi yg ada malah makin ancur,,3
satsuki 「皐月」,2024-11-19,1,Tidak ada untungnya Saya merasa dirugikan oleh pihak ini,,9
Okta Ajha,2024-11-19,5,Bagiku yang belum paham investasi misal seperti Crypto berguna banget buat edukasi orang awam.,,0
Anggun Dwi,2024-11-19,5,"aplikasi yang bagus dan sangat bermanfaat, tempat belajar yg lengkap, fitur nya lengkap dan mudah digunakan, desain menarik jadi ngga bosen-bosen buka aplikasinya💗",,1
Raga,2024-11-19,5,"Aplikasi bagus,mengedukasi tentang crypto sampai ke akar akarnya",,1
B4THOK BOTH4K,2024-11-19,5,"Walaupun belum bisa akses ke aplikasi , saya tau aplikasi ini memang top no. 1",,1
kiki pratama,2024-11-19,1,Hati²,,1
subar dilah,2024-11-19,5,academy crypto sanggat membantu dan sanggat membantu,,1
ZALZ Gaming,2024-11-19,5,Isinya Ilmu Mahal²,,0
Arisya Cahyadinata,2024-11-19,5,"apknya bermanfaat bgttt krna di ajarin buat trading. bagi kalian yg mau trading bisa bgt pake apk ini. apk ini bisa ngajarin kalian yg mau trading crypto. apk ini jg memudahkan kita yg baru mau mulai trading crypto. ga nyesel si pake apk ini buat bljr trading crypto, tx ya min🙏.",,1
Azkatito Wijaya,2024-11-19,5,"Keren ini sih bagus untuk update dan edukasi tentang crypto , hanya saja sedikit masukan untuk tingkatkan lagi suara notifikasi nya .",,1
MEILANI 05,2024-11-19,5,Aplikasi yang bagus untuk di gunakan bagi yang mau belajar cukup mudah di pahami fiturnya pun lumayan bagus semoga lebih baik lagi jika ada terupdate baru 👍👍👍👍,,1
Risky Akbar,2024-11-19,5,Mantep banget,,0
Salma Ya,2024-11-19,5,"aplikasinya bagus buat yg mau belajar tentang crypto, mudah di gunakan. cs nya juga responsif banyak fitur menarik pastinya",,1
Novrian Al fakhri,2024-11-19,5,"first. Big thanks buat ncek n prof kaka, semoga dapat balasan yg jauh lebih baik. tambahan. App ac ini saya yakin masih bisa banyak dikembangkan jauh lebih baik secara tampilan maupun fitur",,1
yolta alza putra,2024-11-19,5,Informasi itu mahal,,0
Juwita sari,2024-11-19,5,"Bagus aplikasi nya JD memudahkan saya belajar tentang crypto, UI dan UX aman mudah dimengerti semua . Desain tidak kaku . Zoom juga responsif. Wort it ini",,2
Ikhtiarni Rinarto,2024-11-19,5,"Apk yang lengkap buat belajar pemula seperti aku, fitur lengkap. Oke banget buat yang baru belajar",,1
popoi,2024-11-19,2,Give skin epic / gw pick zilong???,,0
Barkah S,2024-11-19,5,Manrap,,0
Septian,2024-11-19,5,"Wah, aplikasinya bagus sekali, mempermudah saya dalam memperoleh keuntungan 10x dari QNT dalam kurun waktu 3 bulan saja. Wah, teman-teman ayo download aplikasi akademi crypto",,1
Sela Prasela,2024-11-19,5,"Aplikasi akademi crypto sangat bagus untuk pemahaman edukasi crypto,kualitas nya bagus zoom juga ok",,1
Inside Out,2024-11-19,5,Sangat bagus,,0
Listriani,2024-11-19,5,"Kalo mau belajar trading bisa download aplikasi ini sih. Para pemula mesti paham dulu ilmu soal crypto. Disini banyak informasi yang up to date, jadi kita bisa selalu tahu perkembangan soal trading.",,1
heni nurhasanah,2024-11-19,5,"Aplikasinya bagus, mulus dan juga bermanfaat. Cocok bgt buat pemula yg ingin belajar lebih banyak tentang crypto, fitur yg ditawarkan cukup menarik. Materi dan ilmu yg di dapat di apk ini juga sangat mudah dipahami",,3
rotiku mantap,2024-11-19,1,bacot timothy....akwokwk,,1
Bayu Adjie,2024-11-19,5,Trimakasih ncek dan bro Kalimasada MC kalau bisa tetep dilanjutkan,,0
Salman Rusdi,2024-11-19,5,Good bestt,,0
YDA,2024-11-19,5,Informasi yang di berikan sangat bermanfaat..,,1
4IA16_Ajay Alfredo Almani,2024-11-19,1,"jangan mau download app ini, mau aja di bodoh-bodohin sama orang yang modal bacot gede WKWKWKWK kalo app ini rating nya bagus, udah pasti buzzer hahaha",,5
Yudis Ryan,2024-11-19,5,"mantap sekarang udah ada aplikasi edukasi blockchain, update informasi global/geopolitik, kebijakan moneter dan ekonomi mikro makro good job",,1
Kevin Arya Nugroho,2024-11-19,5,informasi yg disajikan sangat relevan dan dibutuhkan untuk industri finance....bloomberg terminal lewat ini mahh✨️👌👌👌,,0
lala Sasa,2024-11-19,5,"aplikasinya sangat bagus, beritanya selalu update",,1
Wildan Ibnu Adrian,2024-11-19,1,no komen dah,,2
hatasora,2024-11-19,5,"Akademi Crypto benar-benar luar biasa! Aplikasi ini menawarkan pengalaman belajar yang sangat lengkap dan mudah dipahami, terutama untuk pemula di dunia cryptocurrency. Materinya terstruktur dengan baik, mulai dari dasar-dasar blockchain hingga strategi trading yang lebih mendalam. Saya sangat terkesan dengan fitur interaktifnya, seperti kuis dan simulasi trading, yang membuat pembelajaran jadi lebih menyenangkan.",,10
Fanny Ade,2024-11-19,5,Aplikasi sangat bagus belajar tentang akademi crypto,,1
PAJAR WILIAM KING,2024-11-19,5,Margin call bang,,0
TA11 _makitaro,2024-11-19,5,Banyak fitur menarik Di apk Akademi crypto ini sehingga bisa memahami secara detail crypto ini,,1
iyupa tzyyy,2024-11-19,1,"yg belum beli kelas nya mending jangan beli, karna sampeh.mahal doang tpi sampah",,26
Dandi Febrian,2024-11-19,1,"Tombol refund nya tolong dikasih, korban rungkad maret sudah muak liat kelakuan profesor profesoran, aplikasi isinya berita berita sampah, giliran market naik sepi call, gajelas banget.",,50
FEBRI ANTO,2024-11-19,5,Mantab,,0
Lionel Agustin,2024-11-19,5,Aplikasinya sangat bermanfaat dan sangat membantu bagi saya dan orang-orang yang mau mulai belajar trading crypto,,1
Muhamad Rido,2024-11-19,5,Aplikasi yang bagus buat pemula seprti saya untuk belajar crypto dan selain itu fitur fitur di dalam apk ini mudah dimengerti dan akdemi ini untuk pemula atau yg baru mau beljr crypto itu cocok bgt deh rekomendasi bgt sih,,3
Reynanda kendra Savero,2024-11-19,5,Mantap aplikasinya tidak sulit digunakan,,0
Sarhan Bawahab,2024-11-19,5,Ilmu mahal nih,,0
Warsi Sutarno,2024-11-19,5,"Menurutku untuk tahap awal aplikasi sangat bagus, bintang⭐⭐⭐⭐⭐, sebaiknya ditambah fitur popup notifikasi, biar aku tidak ketinggalan update terbaru, juga fitur searching bisa ditambahkan.",,2
Amelia Saputri,2024-11-19,5,umumnya dikenal sebagai mata uang digital,,0
Rama MEOWNYALA,2024-11-19,5,"Semua yang rating jelek itu ga punya akses ke aplikasinya, hanya download dan review bintang 1. Waktu release dan user asli yang review itu 4.9 di appstore dan playstore.",,0
Karniawati,2024-11-19,5,belajar crypto disini emang paling asik karena di bimbing Timothy Ronald,,0
Aldvin Ronius Dwitama,2024-11-19,1,akademi rungkad,,1
Aril Agustin,2024-11-19,5,"Apk yang bermanfaat, jika ada yg kasih bintang 1 itu orang dongo yang gabisa pake informasi atau orang orang sulit yang iri dengki 🫵🏻",,1
Alfin Firmansyah,2024-11-19,5,Suatu saat saya akan jadi member,,0
Mhd Rafly,2024-11-19,5,Akhirnya muncul nih apk!!,,0
my vektor,2024-11-19,1,Sy member ga bs login,,1
Nanaa M,2024-11-19,5,sebagus itu padahallll. Disini lebih mudah nyari info crypto dan pasar saham. Berita nya juga update banget,,1
Marsha Dewi,2024-11-19,5,edukasi crypto di aplikasi adalah aset tetap yang utama sanggat berguna dan dan mudah dipahami,,1
Ika Jatnika,2024-11-19,5,"Aplikasi yg sangat berguna banget bagi yg lagi cari kerja sampingan, atau cari dana tambahn nih aku rekomendasi download akademi crypto untuk penggunaan nya gampang banget.🥰🥰",,1
Asan Putra,2024-11-19,1,"Lebih baik buat fitur refund di appsnya, saya salah satu pengguna yang ingin refund",,11
Muhammad Dani Bahtiar,2024-11-19,5,sangat membantu,,0
Dimas Prasetyo,2024-11-19,5,AC Terbaik menuju Bullrun 2025,,0
Imas Ruhiat,2024-11-19,5,"Mudah banget digunakan dan di pahami, gk blunder lagi sedikit sedikit memahami crypto ini",,1
Sandy Adi Saputra,2024-11-19,5,Bagus banget sayangnya gk punya akses masuk karena harus join kelas 17jt belom ada uang segitu tapi gpp mksi edukasi gratisnya selama ini mungkin jika ada uang saya akan join juga,,0
Febry Jomo,2024-11-19,5,Congrat buat AC. Smoga saya nanti bisa jd member nya. Dan merubah nasib keluarga,,0
Tiyo,2024-11-19,5,"Aplikasi crypto yang aku cari, penggunaannya juga mudah",,1
Atep Herman agustana,2024-11-19,5,"Sangat jitu untuk memahami konsep crypto di apk Akademi crypto ini, simpel dan mudah untuk dipahami tata cara nya banyak fitur fitur yang gak ribet",,1
Mecha Amato,2024-11-19,5,selalu stay dalam aplikasi soalnya gamau ketinggalan info crypto dan belajar sama bang Timothy Ronald,,0
Novan Juni,2024-11-19,5,"Bisa untuk pemula dan profesional, fiturnya juga lengkap",,0
Gold Dust,2024-11-19,1,buat masuk ke dalam butuh 17 juta kemahalan tolong di turunin harganya jadi 100rb,,4
Aldi putra Putra,2024-11-19,5,"Mantep apk yang inofatif gampang sekarang memahami bagaimana cara main crypto dizaman sekarang , sangat mudah memahami memakai apk ini",,1
Riyadh Muhammad,2024-11-19,1,aplikasi ga guna,,2
Hanan,2024-11-19,1,"Haram, mending yang pasti pasti aja :v",,2
Arya Ramadhan,2024-11-19,5,data yang diberikan sangat cepat dan akurat,,1
Princess Angela,2024-11-19,5,"Very good apps, simple,informatif also clear background, the design propotition and colour chosen also very professional comfort with my eyes. And also the news update very fast and legitimate. Brava.. Cheers. PRINCESSOFASSET",,0
Korban Motivator,2024-11-19,1,ga guna,,1
Mawaddah Nihzatul putry,2024-11-19,5,aplikasi nya bagus sangat informatif dan bisa membantu trading,,1
David Nevan,2024-11-19,5,"Apk yang bagus buat kita belajar trading, Tampilannya oke dan gampang dipahami ! Yang baru belajar trading mending buka apk ini dh bantu banget soalnya !",,1
Alfian Budiarto,2024-11-19,1,hitamkan,,1
Akbar AsJ Arie,2024-11-19,5,Lanjutkan 🔥🔥🔥,,0
Xiao Yuzu,2024-11-19,1,akademi rungkad,,1
Jancok Raimu,2024-11-19,1,Akademi crypto ❌ Akademi cutloss ✅,,1
Ferdhana Sabilla.A,2024-11-19,5,"buat lu yang rating jelek nihh aplikasi, cukup dehh buzzer"" udh miskin gk punya otak",,1
muhammad Wihdan,2024-11-19,5,bagus banget buat para pemula dan sangat membantu menyajikan informasi data fakta dan angka,,1
Suryaawoi,2024-11-19,5,mantap,,0
barang aja,2024-11-19,5,Bermanfaat lah untuk orang lain maka kamu akan mendapatkan manfaat nya juga kembali seperti AC terimakasih bro tim dan prof kaka,,1
Fauzan Safwan,2024-11-19,1,"Aplikasi sampah nan gak jelas, scam",,4
Saiful Anam,2024-11-19,5,salah satu yang bnyak mrubah hdup saya,,0
Sahrul Aja,2024-11-19,5,Ini siih bagus bgt .. worth it untuk yg butuh info A1,,0
Imam Mubarok,2024-11-19,4,Good,,0
Wildan Khusaini,2024-11-19,5,"Bloomberg khusus Cripto , Indonesia punya",,0
Kiki Dante,2024-11-19,5,Lagi dalam proses ngumpul budget buat login 😂 sementara yg gratisan dulu dari discord & margin call,,1
Muhammad Fahri,2024-11-19,5,edukasi academy crypto di aplikasi ini sanggat membantu dan sanggat bagus,,1
Kohilang 12,2024-11-19,5,keren,,0
not a good person,2024-11-19,5,"BELUM bermember. Soon to be(amin) bermodalkan MC gratisan dan pny keyakinan terhadap bbrp thesis from - to + bukan buzzer atau sewaan utk bangga2in AC. tp mmg layak di apresiasi . say no more, this apps very legit!",,1
Azahra Qiana putri,2024-11-19,5,"mantap aplikasinya jadi nambah ilmu tentang crypto, di dalem nya juga banyak informasi seputar perkembangan teknologi",,1
24_ Nauvia Ratih P.,2024-11-19,5,"Aplikasi ini sangat bagus ,tapi sebaiknya di perbaiki dalam pengezooman foto agar bisa di geser kanan kiri",,1
rezki awal,2024-11-19,1,"Aplikasi ini hanyalah kedok mereka agar punya product, aslinya isinya bisa didapatkan secara gratis di internet. Apalagi banyak member AC yg tidak dpat sharing² sama mentor yg mereka subscribe. Kelas macam apa ini? Kelas komunikasi 1 arah doang",,3
Irfan Af,2024-11-19,5,Sangatt baguss,,0
Rapuh_ rindu,2024-11-19,5,Aplikasinya lancar untuk crypto dan sangat membantu banget,,1
ilham akbar,2024-11-19,5,aplikasinya bagus mudah di pahami dan tidak ribet,,1
meyying,2024-11-19,5,"fitur aplikasi nya mudah digunakan, cocok untuk pemula belajar crypto",,1
Axel Khanza,2024-11-19,5,Sangat membantu sekali,,0
Aydia Zan,2024-11-19,5,sangat bermanfaat,,0
sastra Batak,2024-11-19,1,"Apaan ini kukira aplikasi buat ojol, ternyata aplikasi bodong",,2
Joy Nainggolan,2024-11-19,5,Keren,,0
Mohammad Ainur Rifki,2024-11-19,5,"Ini udah bagus, walaupun saya belum bisa beli kelasnya yg 1 tahun",,0
Fadhill Muhammad ridhwan,2024-11-19,5,Apk nya oke mntb rekomendasi dari tmn nih,,0
Muhammad Radja Hidayah,2024-11-19,5,Sangat bagus infomasi nya,,0
Silvia Anggraini,2024-11-19,5,"Aplikasi bagus, update , sangat membantu buat pemula yg mau belajar, gak nyesel sudah download...",,1
Taserr,2024-11-19,5,"Aplikasinya mantap mengedukasi tentang crypto dan saya menjadi paham tentang crypto, semoga dapat berkembang lebih baik kedepannya",,1
Rendy Yy,2024-11-19,5,Aplikasinya Mantap,,0
M.Furqon Romadlon,2024-11-19,5,"Aplikasi nya cocok buat cari informasi tentang crypto dan,belajar crypto dari awal",,1
wendi ramadhan,2024-11-19,5,"Aplikasi nya sangat oke, mudah di pahami juga buat para yang baru masuk di dunia crypto",,1
Nidha C Sakka,2024-11-19,5,Aplikasinya sangat bagus dan membantu banget bagi pemula yang masih minim pengetahuan soal crypto.,,1
Aliand Fasha,2024-11-19,5,Aplikasi bagus mudah di pahami,,1
Muhammad Firdaus,2024-11-19,5,Aplikasi mantap,,0
Rafli Maula Arizki,2024-11-19,5,"Aplikasinya bagus banget si, sangat informatif dan fiturnya juga banyak",,1
nur istiqomah,2024-11-19,5,"Yang mau belajar Crypto bisa download aplikasi ini. Apalagi yang pemula, cocok banget ngikutin informasi di aplikasi ini.",,1
Tian Gaming,2024-11-19,1,Minimal konsisten dikit ngap kalo ngomong kecewa gw,,2
Firmawan Irham,2024-11-19,5,"Aplikasinya sangat keren, tetap konsisten dalam memberikan edukasinya AC🔥🔥",,1
Pricilia Wijaya,2024-11-19,1,Scam,,1
poco x6 pro,2024-11-19,1,Minimal kasih edukasi gratis di aplikasi nya lah biar gak percuma download,,9
Doktor Food,2024-11-19,5,Banyak yg ingin menjatuhkan akademi crypto untuk kepentingan masing2... Bintang 5 untuk akademi crypto untuk mengedukasi tentang Crypto... Terima kasih buat bro Timothy dan prof.kalimasada selama ini ilmunya 🙏,,1
fakhri ramadhan,2024-11-19,5,Komunitas dan aplikasi belajar crypto terbaik di Indonesia. Terimakasih untuk informasinya dan semoga sya bisa trus bljr kedepannya,,1
Rivai Argananta,2024-11-19,5,Aplikasinya joz,,0
Novan Juni akbar,2024-11-19,5,"Aplikasi yang recommended dan mudah digunakan, fiturnya juga lengkap",,0
Marsel GTG,2024-11-19,5,Apk nya keren ncek,,0
Aln K,2024-11-19,5,"untuk fiturnya udah bagus, pembelajaran di dalam apk juga gampang di cerna ,bagus lahh rekomended banget buat belajar crypto",,1
Andri Channel,2024-11-19,5,Good,,0
nur fahmi,2024-11-19,5,Aplikasi yang keren.,,0
Nafisatul Khikmah,2024-11-19,5,Masuk akademi cypto ini semakin mahir bermain dan belajar crypto,,0
Adnan Januzaj,2024-11-19,1,Penipuan terbesar abad ini,,1
Bland Pubg,2024-11-19,5,Dari timoty sama kaka gw jadi tau how to invest yang gak pusing tapi worth it gacorr Jesus Bless U gaishh,,0
Orang Puyeng,2024-11-19,1,"Tekhnologi yang ada dibalik berjalannya cryptocurrency bisa dipelajari GRATIS. Tapi kalau tujuannya pengen kaya secara instant, banyak yang menawarkan iming-iming itu. Dan ini salah satunya. Dan kalian percaya. Miris.",,337
Imam muslim,2024-11-19,5,Bagus banget join aplikasi ini dikasih edukasi crypto lagi,,1
Abdul Roffi,2024-11-19,1,Saya sudah mencoba apk nya ada beberapa bug di desktop saya dengan tampilan tidak normal bikin leg,,14
Muh Haerul,2024-11-19,5,Timothy Ronald memberikan masukan seputar crypto,,0
Vinn on the way,2024-11-19,5,"Yangg ngasih ratting aplikasi sampah, sampah matamu!!! Bilang aja kalau gak punya akses login😅🤣 Ini aplikasi berita terupdate yg ada di Indonesia (khususnya cryptocurrency dan berita ekonomi secara makro)",,1
eko rahman,2024-11-19,5,"Semoga mengeluarkan research yg banyak, dan berbobot",,1
Fcry.,2024-11-19,5,yang ngasih bintang satu pasti penggemar sound Reog,,0
Willyam Wijaya,2024-11-19,5,Dicurigain buka dark web saya,,0
Jeffri Goessetiadi,2024-11-19,5,"Aplikasi hebat. Sy ingin sekali bisa masuk aplikasinya, hanya belum kuat iurannya. Sukses selalu. Salam Investasi.",,1
Muhammad Fajrianur,2024-11-19,1,"Scam. Kalimasada & Timothy gajelas, AT wannabe tp ngescam. Bikin app buat lari dari member yg kritik call sesat dan pada minus 90% dari Maret. Di mana² pencitraan trus nyalahin member gapake MM dg benar pdhl tinggal akuin aja kesalahan call tp terus²an ngebohongin publik dan masih aja ngeklaim info A1 lah bla bla bla. Literally manusia paling kayak iblis dan semoga segera hancur hidup lu berdua",,5
KHARIS,2024-11-19,1,owner scam,,0
Wahyu Hidayat,2024-11-19,5,🔥,,0
Tusra Gallen,2024-11-19,5,The next Bloomberg 🔥🔥,,0
Tri MaySandi,2024-11-19,1,apk sampah,,0
ikbar ch,2024-11-19,5,"Mantap apk nya, sukses selalu 🔥",,0
Nape Bos,2024-11-19,1,"Sampah, bayar mahal² gada benefit nya...balik modal juga nggak, tolong banned aplikasi ini mbah google",,3
Rama Satria,2024-11-19,5,"Saya bukan pengguna asli akademi crypto, saya hanya mau berterima kasih atas ilmu"" gratis dari bro tim dan prof kalimasada, tanpa kalian aku ga bakal mau belajar ttg investasi dan cryptocurrency, sekali lagi saya ucapkan terimakasih,walau banyak yg menjatuhkan dengan memberi b1, ku harap bro tim, prof kalimasada, beserta tim akademi crypto ttp semangat menggarap apk ini dan terus memberikan edukasi kepada kami, Keep strong 👍💪",,0
Ibrahim Sazi Kirana,2024-11-19,5,nice apps,,0
Wastu Naryama,2024-11-19,5,fitur nya gila baget ncek 1 informasi seharga laborgini,,0
Trombol Baru,2024-11-19,1,Woi balikin duit gw 17 jt anjeng,,1
Beni Runaweri,2024-11-19,5,Best information you can get about Crypto in Indonesia,,0
Tims,2024-11-19,1,Minus banyak,,0
Kevin polo,2024-11-19,1,"Buy the deep, blue sky ahead",,0
William,2024-11-19,1,"Aplikasi tolol kocak geming acumalaka ahoy""",,4
Arcom World,2024-11-19,5,AC edukasi terbaik,,0
Maryati ade,2024-11-19,1,tidak sebagus kelihatannya kecowa🙏,,1
